event_id,timestamp,user,host,source_ip,event_type,mitre_tactic,mitre_technique
3077c3ad-9942-460a-b38c-793faf2403df,2026-01-23T09:54:18.281329+00:00,bob,win-01,10.0.0.11,user_login,TA0006,T1110
594000c3-bf93-410a-a9fc-decfbb1797b8,2026-01-23T09:54:20.728824+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.003
d84a37c2-1b2e-4c9f-951a-b4271eed30c9,2026-01-23T09:54:24.048922+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.003
cbad56c9-ef1b-43f4-aabf-c6b11a94d2bb,2026-01-23T09:54:25.934172+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
359d1cb4-3e55-4050-9fbc-4813fab2ef0f,2026-01-23T09:54:30.029027+00:00,bob,win-03,10.0.0.12,user_login,TA0006,T1110
6c6ce0c0-d988-4f7c-87a2-e4b1af338214,2026-01-23T09:54:34.541104+00:00,charlie,win-02,10.0.0.12,user_login,TA0001,T1078
5abfd1ad-c71b-45a3-aacd-6f88eb6f390e,2026-01-23T09:54:38.768662+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.003
e3b46f32-455f-4e5d-a473-ae3f8bf4bab8,2026-01-23T09:54:40.855361+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
e0f2e7b0-1cf8-4c03-83c1-e412f02b510b,2026-01-23T09:54:43.789069+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
31af60d3-3848-4357-b863-d20ae3724ced,2026-01-23T09:54:47.965460+00:00,bob,win-01,10.0.0.11,user_login,TA0006,T1110
fb2ba5cd-0f21-4ddd-9fa2-627cc4496286,2026-01-23T09:54:51.538302+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
eac881c4-36fd-4597-ac0f-b0cff837619c,2026-01-23T09:54:53.625813+00:00,bob,win-01,10.0.0.10,user_login,TA0006,T1110
c524ee9f-20b4-421d-a753-c18fd1cfbc14,2026-01-23T09:54:55.595403+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059
680db8c5-e17c-4d81-b8d9-3bd3a2d0d28b,2026-01-23T09:55:00.516547+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
1fa3b8f9-9cbf-4a91-91e7-2d5ad1fd97ae,2026-01-23T09:55:03.006936+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
b55e2cf0-523b-4975-8188-d731d896039d,2026-01-23T09:55:04.441984+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
624c0b0f-e23e-4653-b8f2-e9006304c2f7,2026-01-23T09:55:09.336476+00:00,bob,win-03,10.0.0.12,user_login,TA0006,T1110
193b5862-d6ad-4b1c-8fd9-b788c7e0dfc3,2026-01-23T09:55:14.282408+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
816bb87f-ae34-46ac-b30d-41d98e1f4f97,2026-01-23T09:55:16.843569+00:00,alice,win-01,10.0.0.12,process_start,TA0002,T1059.001
b16cae3a-b5ad-4523-ac08-222c3e93d866,2026-01-23T09:55:19.079125+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
d2107f9a-2055-44b1-ac57-03a4de524fb0,2026-01-23T09:55:22.229412+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059
4c7f9716-0aa0-42d1-bf4e-2bac4863b2c4,2026-01-23T09:55:23.499820+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059
38063f20-e8ee-449c-92a8-327609b0b13d,2026-01-23T09:55:25.319905+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.003
ff4234d9-0f35-4d70-86d6-79083f301e5d,2026-01-23T09:55:29.408417+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
a3f7cc15-9627-404d-abb4-6963dddd40ba,2026-01-23T09:55:33.266044+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059
32e95372-c021-4f6e-87aa-983a5d16d4e2,2026-01-23T09:55:38.031989+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
0e0e5aa8-3a9c-453f-9036-fbcd524e3f24,2026-01-23T09:55:42.488422+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
ca373fb1-40d1-442f-9d3b-4412206d3b9e,2026-01-23T09:55:44.655645+00:00,charlie,win-02,10.0.0.11,user_login,TA0001,T1078
2afd060f-19bf-4e8f-b0c0-2325d4680161,2026-01-23T09:55:49.043203+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
90431df5-e798-4695-93a3-53388894bdc7,2026-01-23T09:55:50.817013+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
bb6d64cc-0674-4633-b582-a09979e6ac8a,2026-01-23T09:55:55.508137+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059
7d8e1d88-e753-47fd-bcd3-2534b2333481,2026-01-23T09:55:57.997348+00:00,admin,win-03,10.0.0.10,user_login,TA0006,T1110
23fa14b7-aa1b-41f3-b9ae-9bf89116196e,2026-01-23T09:56:00.588982+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
573986b5-0279-403c-be2a-36fb92260a67,2026-01-23T09:56:05.484403+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059
d55115c4-8a4a-41d9-b667-b68889c235a1,2026-01-23T09:56:07.471239+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059.003
77732ec0-c24e-43ce-bd95-25e846415ab8,2026-01-23T09:56:10.077165+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
aec23313-4556-46f2-8bb3-77a6f8051f19,2026-01-23T09:56:14.874189+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
7004a67c-8275-4bd5-93b8-8c3f4ec81ecc,2026-01-23T09:56:17.093849+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
8289a878-2d68-4696-a6a2-45bc3e49b457,2026-01-23T09:56:19.109212+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
09f718e0-92c0-48fb-93a1-25b30b4b239b,2026-01-23T09:56:23.040262+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.003
d11a7c6f-93f7-4735-ac5a-6173e79170d5,2026-01-23T09:56:26.401661+00:00,admin,win-03,10.0.0.10,user_login,TA0001,T1078
4441d42d-b2e1-4451-8672-f8b6d359a256,2026-01-23T09:56:30.966754+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
ac648d22-dbc8-431f-a1c3-5fd2709732d5,2026-01-23T09:56:32.126750+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
34185399-a4cb-4518-8466-baff54e21c02,2026-01-23T09:56:34.729518+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
9a969248-0e19-48f6-8719-5e889e643218,2026-01-23T09:56:38.599847+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
295c643c-6f3c-4791-85bc-4b03f13e81ca,2026-01-23T09:56:41.355754+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
c92a780c-86d1-4a3b-9cc8-f909282d24b6,2026-01-23T09:56:45.119912+00:00,admin,win-03,10.0.0.12,user_login,TA0001,T1078
3f1591e1-5c3e-40c2-acfb-0bb99451cd73,2026-01-23T09:56:47.851769+00:00,bob,win-02,10.0.0.11,user_login,TA0001,T1078
1930bf42-5ff4-4591-82eb-61d8b6f690d3,2026-01-23T09:56:49.504126+00:00,charlie,win-01,10.0.0.12,user_login,TA0006,T1110
08864d99-80d5-4f4b-bc24-8e8a1f55b11b,2026-01-23T09:56:52.146824+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059
025320df-89fb-4815-8acd-fc4793ed0567,2026-01-23T09:56:56.962992+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.003
47624303-2a99-4614-8bd8-811790a2dc4d,2026-01-23T09:56:58.542501+00:00,bob,win-01,10.0.0.11,user_login,TA0006,T1110
c94c3638-94ab-4a70-8c59-ee3218b70560,2026-01-23T09:56:59.918787+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059
7bc40110-37f6-4e43-a828-7d1a5635c98a,2026-01-23T09:57:02.801146+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.003
796170c5-1950-499a-9843-3900b995a05e,2026-01-23T09:57:04.031297+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059
96adba89-d8ae-4705-a8c4-2cabbf5dfc18,2026-01-23T09:57:08.803056+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
ac0e7cf0-a0d2-4166-9382-b63a78c4c06d,2026-01-23T09:57:11.929497+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.001
df84a02b-5cb3-4d4e-867a-7b20e9d1bd11,2026-01-23T09:57:15.988186+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
3de97f6b-9ca8-4285-b956-d366252077ca,2026-01-23T09:57:20.727389+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059
4c830afc-974b-426e-ba33-cce3446c39c3,2026-01-23T09:57:25.010421+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
2ae2928f-b6e4-49ec-a80d-4f56b96efd4b,2026-01-23T09:57:28.879940+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
74207d27-9e5a-4fec-9466-8d394442627a,2026-01-23T09:57:31.726738+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
7d1d598c-ecfd-44e7-9394-fe7845f74b8f,2026-01-23T09:57:34.546972+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059
88c10669-5f21-4005-9aca-5b71b8cf92fc,2026-01-23T09:57:37.027703+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059
bbfe8e05-cb6a-4a01-8904-557b5b80a7be,2026-01-23T09:57:39.457768+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
cf59a4d0-ef6c-4865-b460-46fb609194ba,2026-01-23T09:57:41.589804+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
034df7fb-0f4b-4e04-82ed-beae01a3379a,2026-01-23T09:57:44.016574+00:00,bob,win-02,10.0.0.10,process_start,TA0002,T1059.003
5253ef96-1af1-4c5a-b1f6-e81c378634dc,2026-01-23T09:57:46.466867+00:00,bob,win-01,10.0.0.12,user_login,TA0006,T1110
7769ca51-c3f2-4e7f-970b-3cc4f57a09f6,2026-01-23T09:57:49.210819+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059
a0fb3094-31b7-4d78-9a16-ca5b97d33597,2026-01-23T09:57:50.814373+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.003
a5a0a806-3e18-4c29-b18e-3669860cebbd,2026-01-23T09:57:54.149141+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
5e7664a1-25b8-4770-aa00-f97986f8b10e,2026-01-23T09:57:56.030932+00:00,bob,win-03,10.0.0.10,user_login,TA0006,T1110
5303a586-7710-444b-8098-a5cc7e1af1ab,2026-01-23T09:58:00.584912+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
a9f373ff-1ada-4292-b690-b85e30b21208,2026-01-23T09:58:04.214337+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
bcbb2ad7-ceba-4456-89d0-50efe9312b3a,2026-01-23T09:58:06.121898+00:00,charlie,win-01,10.0.0.10,user_login,TA0001,T1078
298b0be4-7264-476c-baae-12b04aba7122,2026-01-23T09:58:09.873586+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059
365ab31a-b7d7-40bb-bf5d-f5932ddd49bd,2026-01-23T09:58:11.590364+00:00,alice,win-01,10.0.0.12,process_start,TA0002,T1059.003
7a3b1b82-b91a-4cfb-bc0b-f52122b06d37,2026-01-23T09:58:14.587792+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.003
b7275e9a-8d8d-4f16-aee6-84562ede1c0e,2026-01-23T09:58:15.990223+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
899b6eca-eab3-44bc-970f-6513c280303a,2026-01-23T09:58:18.029472+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
4ed115a1-7982-462e-baf0-d435a7516a76,2026-01-23T09:58:21.338820+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
f9c369f4-9bd2-4487-84ad-40b95614b5c6,2026-01-23T09:58:22.883364+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
01c40a80-d5b7-4c32-aa07-ace70c661f54,2026-01-23T09:58:23.999748+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.003
8ac755a2-a6d0-4185-8c98-03963f83e44c,2026-01-23T09:58:26.772761+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059
d93badbd-8169-4f2d-b086-9da1584fd61c,2026-01-23T09:58:27.977128+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.003
e2598a16-4cd2-46f4-b2e1-73f6797fdb6e,2026-01-23T09:58:32.667086+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
53d8cb1f-b99c-41ef-a02d-213d3a0d5545,2026-01-23T09:58:33.997368+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
fd5acbbd-6a11-407f-99b8-6d6ebf19484c,2026-01-23T09:58:35.805230+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
29e4d90f-d099-46ee-b362-ce0964815541,2026-01-23T09:58:38.446296+00:00,alice,win-02,10.0.0.12,process_start,TA0002,T1059
bab8c511-1ed1-45c2-8350-826883de77dd,2026-01-23T09:58:40.684970+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
97c1e38e-55ef-48d1-84e6-9e1e083409f3,2026-01-23T09:58:42.346615+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.003
06abb440-5d4f-4f5e-bc6b-c9c4adac5fdd,2026-01-23T09:58:46.431126+00:00,alice,win-02,10.0.0.12,process_start,TA0002,T1059.003
83b053d3-dd0e-4486-be27-2f26f38a086e,2026-01-23T09:58:51.214199+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
ac82b383-abda-4e42-8092-448c07bd24d5,2026-01-23T09:58:54.332863+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
0d631bc2-f71c-402f-8a22-ac4c5f6bd822,2026-01-23T09:58:59.290757+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
d6aaf835-e90f-4715-9768-b876dc7bbcf7,2026-01-23T09:59:02.402450+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
8cc9a36e-f2dd-4d42-9d23-27f2edbf5d72,2026-01-23T09:59:03.463581+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
07188a64-ce5c-4fad-b69d-12ed9c6375a9,2026-01-23T09:59:07.827814+00:00,bob,win-03,10.0.0.11,user_login,TA0006,T1110
19d1c634-a0c0-4378-b90e-4f49750b6bdd,2026-01-23T09:59:09.202624+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059.001
c1c42533-93dd-4bef-ba06-57b7e61b20ea,2026-01-23T09:59:14.194572+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059.001
f1bb06e4-9ed8-4ea4-9059-df38cc38f687,2026-01-23T09:59:18.715792+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
cd8b7442-4404-4bbe-90ec-b35e8d4db84a,2026-01-23T09:59:21.832600+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.001
c0b44404-99e2-4268-90b2-489228ecd111,2026-01-23T09:59:26.542799+00:00,alice,win-02,10.0.0.11,user_login,TA0006,T1110
dc2f2962-05e1-4544-b37c-a704a12b8f0c,2026-01-23T09:59:28.749542+00:00,charlie,win-03,10.0.0.12,user_login,TA0001,T1078
ddcfa7dc-02bb-49dc-ac74-a60e571bc656,2026-01-23T09:59:30.331685+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
bda7f686-a1ca-48f4-89e3-95f6c6db9dac,2026-01-23T09:59:34.491348+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
c16f9e57-3bbd-4fa9-abc7-c0bb16810d06,2026-01-23T09:59:36.935726+00:00,alice,win-03,10.0.0.10,user_login,TA0006,T1110
aaa61e61-ab65-4fbd-82ae-6b6ac709362a,2026-01-23T09:59:39.409807+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.003
b8aadecf-ed03-4261-8b89-65000ecc58df,2026-01-23T09:59:42.928128+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059
a3a52f4a-b4c5-421d-a680-8facf8e3eba4,2026-01-23T09:59:45.934824+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
1c2ee71c-8e8d-4ea3-93bb-8ba0f184f63c,2026-01-23T09:59:48.366489+00:00,charlie,win-02,10.0.0.12,user_login,TA0001,T1078
88873507-9965-4b88-bb6f-32babca0f3ca,2026-01-23T09:59:50.854995+00:00,admin,win-01,10.0.0.12,user_login,TA0006,T1110
7a125048-88ef-4647-8f2e-1cab77d4a6fb,2026-01-23T09:59:52.910070+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
f1f2669d-ac92-4169-921e-b9faac9b8038,2026-01-23T09:59:57.595580+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
9b3c63a3-f57f-4629-905a-d140995bd4a6,2026-01-23T10:00:00.804532+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.003
00f1cbb5-5892-4b97-a70d-d262c5b32926,2026-01-23T10:00:05.742904+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.001
7f15ee1a-cd40-4272-8e4a-e8fb050f3b65,2026-01-23T10:00:09.041754+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
8c54c2aa-cb68-4432-a6d4-1a7cc8000350,2026-01-23T10:00:11.144440+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
957b6b6e-6dbe-4d92-a430-1f30671b17bf,2026-01-23T10:00:14.103711+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
e66465d3-a361-4d4d-b9d3-82c83792ce59,2026-01-23T10:00:17.473060+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059
046aef16-4d63-4083-97ac-e2eb49dd6f26,2026-01-23T10:00:19.001092+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
4d0c7a54-a7cb-4d64-9c47-a6aeb0f964c6,2026-01-23T10:00:21.050163+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
5ac35900-c5d9-4faf-b0da-64307a56c611,2026-01-23T10:00:22.239939+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
294eca64-9ddd-412b-bb8d-031db0a9b130,2026-01-23T10:00:25.816731+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
a0502533-4942-4135-852b-71f089fe870a,2026-01-23T10:00:29.426747+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.001
fa06b5b9-aadc-4d45-b45c-288738e0c036,2026-01-23T10:00:30.913068+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
36d533c3-8bdc-46a0-af41-7f69e0c23e7a,2026-01-23T10:00:33.430965+00:00,alice,win-02,10.0.0.11,user_login,TA0001,T1078
a70d1e92-f2a4-4c59-9cf6-f9c646478edb,2026-01-23T10:00:37.829191+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059.001
f49ebaad-ad0a-468f-87ec-7cb2cf5dbb34,2026-01-23T10:00:38.949737+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.001
a6eef8da-c2bd-4678-905e-9c349a4f8abe,2026-01-23T10:00:42.679639+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.003
e62a7eb1-6c28-4ffd-9c2e-a06f040ff181,2026-01-23T10:00:44.551387+00:00,alice,win-02,10.0.0.10,user_login,TA0001,T1078
2b34d282-af66-4bc7-b9d4-ea30e620a087,2026-01-23T10:00:47.397156+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
7ed4e8bb-6e0f-4f4e-80e5-cdcb717c7fc6,2026-01-23T10:00:49.211549+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
e9a7efd3-c686-452e-a567-9653ff016f06,2026-01-23T10:00:53.255371+00:00,alice,win-03,10.0.0.10,user_login,TA0006,T1110
0bd52300-e133-48ad-8758-e07aa901c61a,2026-01-23T10:00:56.348107+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
602d0708-f938-4430-999b-991a0f53e8ef,2026-01-23T10:00:59.601287+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059
98ce13e8-f2b9-4fb6-865c-8ef47bc09255,2026-01-23T10:01:00.730035+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
85e76a4e-a10c-4979-9cb7-f688f46236ac,2026-01-23T10:01:04.233399+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.001
7656b187-2637-459c-b7c1-02914786a34d,2026-01-23T10:01:06.888871+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059.001
df26bf99-921f-40e5-9ced-9470fa6c0a82,2026-01-23T10:01:10.604164+00:00,charlie,win-01,10.0.0.12,user_login,TA0006,T1110
b5ef4609-186c-4244-93cd-024adf607d7a,2026-01-23T10:01:15.356249+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.001
40050d86-7c44-4faa-bf89-7bc51254bb01,2026-01-23T10:01:17.404554+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059
f61193fb-0e91-44ab-bb00-0652ca5e8654,2026-01-23T10:01:21.484328+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
ee23cd47-30b7-4328-b2f4-b86c761f4f09,2026-01-23T10:01:26.487937+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
8de76f2b-391a-413b-b113-d7e834e7874d,2026-01-23T10:01:28.177992+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059
0ea73d74-c7a7-4e85-82fb-d830c8609843,2026-01-23T10:01:31.398930+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
6eeee3bd-2343-4347-8a87-563e5ad84dbd,2026-01-23T10:01:33.495844+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059
2b92e0dc-eccd-4668-88f6-0bce79552200,2026-01-23T10:01:36.045622+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
f1d70345-9cc5-4ebf-9df5-65726ccd8d78,2026-01-23T10:01:38.771482+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
f88a1dbc-b0a1-4894-81ab-58701890b745,2026-01-23T10:01:42.323107+00:00,admin,win-02,10.0.0.11,user_login,TA0006,T1110
7779a6c6-2cda-411c-b525-261b81d86440,2026-01-23T10:01:44.209283+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
c5902dcf-cce4-4815-a37b-3d1bd1925daa,2026-01-23T10:01:46.539840+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059
c453906d-54e3-41e1-809e-8f31a4f8ee04,2026-01-23T10:01:50.260759+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
f01eff8e-d86a-4910-a95d-1e3a09cada8a,2026-01-23T10:01:53.867949+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
